id:ID;name;abbreviation;founded;location;mission;vision;website;:LABEL
uni;Trường Đại học Công nghệ Thông tin;UIT;2006-06-08;Tp. Thủ Đức, HCM;Đào tạo nhân lực CNTT chất lượng cao;Trở thành đại học CNTT hàng đầu khu vực Châu Á;https://www.uit.edu.vn;University
